Gene ID	Associated Gene Name	EntrezGene ID
ENSMUSG00000088264	Gm24783	
ENSMUSG00000099117	Gm27404	
ENSMUSG00000087844	Mir1958	
ENSMUSG00000039414	Heatr5b	320473
ENSMUSG00000073290	Gm10490	
ENSMUSG00000098577	Gm27445	
ENSMUSG00000006850	Tmco6	71983
ENSMUSG00000033417	Cacul1	78832
ENSMUSG00000035933	Cog5	238123
ENSMUSG00000095604	Gm23424	
ENSMUSG00000088046	Gm23324	
ENSMUSG00000096306	Gm25209	
ENSMUSG00000065499	Mir384	
ENSMUSG00000077287	Gm25763	
ENSMUSG00000099199	Mir7012	
ENSMUSG00000095155	Gm26032	
ENSMUSG00000039628	Hs3st6	328779
ENSMUSG00000094253	Mir3471-2	
ENSMUSG00000099314	Gm27734	
ENSMUSG00000096091	Gm26335	
ENSMUSG00000063971	Krt88	66322
ENSMUSG00000089230	Gm22203	
ENSMUSG00000088558	Gm22506	
ENSMUSG00000065853	Gm22354	
ENSMUSG00000095792	Gm26296	
ENSMUSG00000084504	Gm25323	
ENSMUSG00000076327	Gm26338	
ENSMUSG00000105205	Gm44301	
ENSMUSG00000084569	Gm26479	
ENSMUSG00000021275	Tecpr2	104859
ENSMUSG00000088868	Gm23072	
ENSMUSG00000080689	Gm23987	
ENSMUSG00000087903	Gm22039	
ENSMUSG00000080549	Gm22715	
ENSMUSG00000087775	Rprl2	
ENSMUSG00000078026	Mir466o	
ENSMUSG00000024726	Carnmt1	67383
ENSMUSG00000021890	Eaf1	74427
ENSMUSG00000021809	Nudt13	67725
ENSMUSG00000087806	Gm23432	
ENSMUSG00000077925	Mir453	
ENSMUSG00000064522	Gm26442	
ENSMUSG00000065874	Gm25683	
ENSMUSG00000065502	Mir202	
ENSMUSG00000084597	Gm22343	
ENSMUSG00000089552	Gm24177	
ENSMUSG00000077347	Gm24671	
ENSMUSG00000092848	Gm23263	
ENSMUSG00000020647	Ncoa1	17977
ENSMUSG00000092958	Mir5128	
ENSMUSG00000024381	Bin1	30948
ENSMUSG00000098513	Mir6399	
ENSMUSG00000105853	Mir376b	
ENSMUSG00000094457	Gm22626	
ENSMUSG00000106336	Mir129b	
ENSMUSG00000077476	Gm24794	
ENSMUSG00000087799	Gm25961	
ENSMUSG00000106595	Gm44314	
ENSMUSG00000089309	Gm24838	
ENSMUSG00000091441	Gm17387	
ENSMUSG00000099312	Gm27733	
ENSMUSG00000069743	Zfp820	75424
ENSMUSG00000076126	Mir669b	
ENSMUSG00000088512	Gm24467	
ENSMUSG00000065378	Gm22744	
ENSMUSG00000032796	Lama1	16772
ENSMUSG00000065211	Gm26265	
ENSMUSG00000077295	Gm24122	
ENSMUSG00000095639	Gm22941	
ENSMUSG00000093823	Gm24802	
ENSMUSG00000095742	CAAA01147332.1	
ENSMUSG00000092787	Mir5116	
ENSMUSG00000007836	Hnrnpa0	77134
ENSMUSG00000099311	Mir6244	
ENSMUSG00000088856	Gm24727	
ENSMUSG00000065453	Mirlet7d	
ENSMUSG00000088901	Mir1943	
ENSMUSG00000105046	Gm44455	
ENSMUSG00000095100	Gm22128	
ENSMUSG00000088824	Gm25222	
ENSMUSG00000065440	Mirlet7g	
ENSMUSG00000088084	Gm25342	
ENSMUSG00000065757	Gm23347	
ENSMUSG00000089055	Gm22675	
ENSMUSG00000093291	Mir299b	
ENSMUSG00000089247	Gm24051	
ENSMUSG00000022236	Ropn1l	252967
ENSMUSG00000077649	Gm24989	
ENSMUSG00000094888	Gm25120	
ENSMUSG00000096639	Gm22169	
ENSMUSG00000021552	Gkap1	56278
ENSMUSG00000022887	Masp1	17174
ENSMUSG00000098594	Gm27628	
ENSMUSG00000064727	Gm25853	
ENSMUSG00000088198	Gm23906	
ENSMUSG00000089345	Gm22665	
ENSMUSG00000065479	Mir125a	
ENSMUSG00000040065	Pfpl	56093
ENSMUSG00000091530	Cldn20	621628
ENSMUSG00000087943	Gm24245	
ENSMUSG00000099301	Mir3473e	
ENSMUSG00000079108	Srp54b	665155
ENSMUSG00000079108	Srp54b	100101806
ENSMUSG00000099272	Mir7093	
ENSMUSG00000064778	Snord59a	
ENSMUSG00000094519	Gm9048	
ENSMUSG00000023988	Bysl	53414
ENSMUSG00000092805	Gm26461	
ENSMUSG00000094389	Snord116l14	
ENSMUSG00000080424	Mir466k	
ENSMUSG00000098706	Mir6979	
ENSMUSG00000021033	Gstz1	14874
ENSMUSG00000080511	Gm22195	
ENSMUSG00000065840	Gm25187	
ENSMUSG00000065165	Gm23815	
ENSMUSG00000089590	Gm26160	
ENSMUSG00000069520	Tmem19	67226
ENSMUSG00000066990	Gm10192	
ENSMUSG00000096313	Snord116l7	
ENSMUSG00000076180	Gm24938	
ENSMUSG00000106412	Gm44460	
ENSMUSG00000077687	Gm22497	
ENSMUSG00000044726	Erich5	239368
ENSMUSG00000056671	Prelid2	77619
ENSMUSG00000099320	Mir7664	
ENSMUSG00000088905	Gm25439	
ENSMUSG00000088219	Gm22077	
ENSMUSG00000098525	Gm27365	
ENSMUSG00000021371	Mcur1	76137
ENSMUSG00000095330	Gm21834	
ENSMUSG00000042834	Nrep	27528
ENSMUSG00000065303	Gm23249	
ENSMUSG00000058246	Gm10037	
ENSMUSG00000077939	Gm24133	
ENSMUSG00000094982	Gm23725	
ENSMUSG00000089164	Gm24131	
ENSMUSG00000080582	Gm24907	
ENSMUSG00000093269	Mir5124a	
ENSMUSG00000070139	Mir532	
ENSMUSG00000089248	Gm24050	
ENSMUSG00000090544	Gm6576	
ENSMUSG00000089575	Gm23005	
ENSMUSG00000065469	Mir129-1	
ENSMUSG00000033501	Crygs	12970
ENSMUSG00000098750	Gm27653	
ENSMUSG00000096117	Gm26271	
ENSMUSG00000089564	Gm24664	
ENSMUSG00000065330	Gm25755	
ENSMUSG00000074213	Gm10642	
ENSMUSG00000065279	Gm25124	
ENSMUSG00000077653	Gm23321	
ENSMUSG00000092668	Gm22401	
ENSMUSG00000064463	Gm25079	
ENSMUSG00000036983	Tfb1m	224481
ENSMUSG00000096076	Gm23962	
ENSMUSG00000063727	Tnfrsf11b	18383
ENSMUSG00000088651	Gm24853	
ENSMUSG00000076304	Gm23062	
ENSMUSG00000054957	Gm9959	
ENSMUSG00000094121	Ccl21b	100041504
ENSMUSG00000094121	Ccl21b	100041593
ENSMUSG00000099012	Gm27355	
ENSMUSG00000077504	Gm24234	
ENSMUSG00000084616	Gm25047	
ENSMUSG00000019987	Arg1	11846
ENSMUSG00000077980	Mir654	
ENSMUSG00000038555	Reep2	225362
ENSMUSG00000089278	Gm24553	
ENSMUSG00000021610	Clptm1l	218335
ENSMUSG00000080536	Gm25539	
ENSMUSG00000095946	Gm25196	
ENSMUSG00000046034	Otulin	432940
ENSMUSG00000080473	Gm25315	
ENSMUSG00000076385	Gm24462	
ENSMUSG00000077445	Gm23128	
ENSMUSG00000021238	Aldh6a1	104776
ENSMUSG00000099132	Gm27604	
ENSMUSG00000077278	Gm22778	
ENSMUSG00000088474	Gm23085	
ENSMUSG00000087891	Gm25277	
ENSMUSG00000087859	Gm22796	
ENSMUSG00000076394	Gm25991	
ENSMUSG00000095687	Rnaset2a	100037283
ENSMUSG00000036291	Ap5m1	74385
ENSMUSG00000034707	Gns	75612
ENSMUSG00000048875	Hdhd1a	67365
ENSMUSG00000022339	Ebag9	55960
ENSMUSG00000065627	Gm24803	
ENSMUSG00000064685	Gm25812	
ENSMUSG00000021375	Kif13a	16553
ENSMUSG00000064326	Siva1	30954
ENSMUSG00000105211	AC125167.1	
ENSMUSG00000038622	Med30	69790
ENSMUSG00000022515	Anks3	72615
ENSMUSG00000088225	Gm22598	
ENSMUSG00000040899	Ccr6	12458
ENSMUSG00000071531	Gprin2	432839
ENSMUSG00000002660	Clpp	53895
ENSMUSG00000084574	n-R5s198	
ENSMUSG00000035529	Prdm4	72843
ENSMUSG00000089596	Nron	
ENSMUSG00000080517	Gm23109	
ENSMUSG00000094677	Gm22008	
ENSMUSG00000093999	Gm26501	
ENSMUSG00000079595	Gm4758	209324
ENSMUSG00000099295	Gm27718	
ENSMUSG00000022338	Eny2	223527
ENSMUSG00000098297	Mir6980	
ENSMUSG00000096136	Gm25146	
ENSMUSG00000095311	Gm25464	
ENSMUSG00000022350	E430025E21Rik	223593
ENSMUSG00000104817	Gm44358	
ENSMUSG00000094683	Ap3m1-ps	
ENSMUSG00000079382	Gm3443	
ENSMUSG00000098251	Mir7656	
ENSMUSG00000064967	Gm24405	
ENSMUSG00000087879	Gm26106	
ENSMUSG00000022204	Ngdn	68966
ENSMUSG00000020186	Csrp2	13008
ENSMUSG00000094639	Gm24218	
ENSMUSG00000020607	Fam84a	105005
ENSMUSG00000098663	Mir6958	
ENSMUSG00000053846	Lipg	16891
ENSMUSG00000043782	Ccdc64b	212733
ENSMUSG00000088332	Gm22847	
ENSMUSG00000088776	Gm26038	
ENSMUSG00000026322	Htr4	15562
ENSMUSG00000089539	Gm25160	
ENSMUSG00000104689	Gm44482	
ENSMUSG00000019467	Arhgef25	52666
ENSMUSG00000079710	Gm3448	100041586
ENSMUSG00000079710	Gm3448	100041639
ENSMUSG00000060992	Copz1	56447
ENSMUSG00000092710	Gm22857	
ENSMUSG00000089134	Gm24767	
ENSMUSG00000002625	Akap8l	54194
ENSMUSG00000075036	Gm10805	
ENSMUSG00000036225	Kctd1	106931
ENSMUSG00000087880	Gm23605	
ENSMUSG00000087781	Gm23168	
ENSMUSG00000088858	Gm24723	
ENSMUSG00000088812	Gm22384	
ENSMUSG00000025086	Trub1	72133
ENSMUSG00000041247	Lamp3	239739
ENSMUSG00000080419	Gm26475	
ENSMUSG00000096126	Gm22307	
ENSMUSG00000024101	Wash1	68767
ENSMUSG00000040432	Ltb4r2	57260
ENSMUSG00000088897	Gm22521	
ENSMUSG00000021392	Nol8	70930
ENSMUSG00000012076	Brms1l	52592
ENSMUSG00000094148	Gm24952	
ENSMUSG00000024892	Pcx	18563
ENSMUSG00000089484	Gm24735	
ENSMUSG00000064759	Gm25475	
ENSMUSG00000045867	Cradd	12905
ENSMUSG00000080594	Mir669h	
ENSMUSG00000089070	Gm24498	
ENSMUSG00000042680	Garem1	381126
ENSMUSG00000044312	Neurog3	11925
ENSMUSG00000024427	Spry4	24066
ENSMUSG00000089544	Gm25837	
ENSMUSG00000069089	Cdk7	12572
ENSMUSG00000064858	Snora43	
ENSMUSG00000088502	Gm22787	
ENSMUSG00000080349	Gm24590	
ENSMUSG00000020099	Unc5b	107449
ENSMUSG00000094494	Rnu6-ps2	
ENSMUSG00000079707	Tcte3	21647
ENSMUSG00000079707	Tcte3	100041586
ENSMUSG00000079707	Tcte3	100041639
ENSMUSG00000079614	Seh1l	72124
ENSMUSG00000043050	Tnp2	21959
ENSMUSG00000089299	Gm24637	
ENSMUSG00000024481	Lvrn	74574
ENSMUSG00000076123	Mir700	
ENSMUSG00000094726	Gm23355	
ENSMUSG00000063897	DHRSX	236082
ENSMUSG00000088014	Gm23743	
ENSMUSG00000024474	Ik	24010
ENSMUSG00000065911	Gm24447	
ENSMUSG00000044573	Acp1	11431
ENSMUSG00000089349	Gm22670	
ENSMUSG00000020091	Eif4ebp2	13688
ENSMUSG00000021969	Zdhhc20	75965
ENSMUSG00000064702	Gm24950	
ENSMUSG00000025094	Slc18a2	214084
ENSMUSG00000093178	Snord87	
ENSMUSG00000020954	Strn3	94186
ENSMUSG00000044724	Gpr152	269053
ENSMUSG00000021797	9230112D13Rik	78243
ENSMUSG00000093286	Gm22569	
ENSMUSG00000062078	Qk	19317
ENSMUSG00000089005	Gm23856	
ENSMUSG00000089260	Mir1929	
ENSMUSG00000090298	Sult3a2	215895
ENSMUSG00000021719	Rgs7bp	52882
ENSMUSG00000096447	Gm24206	
ENSMUSG00000033020	Polr2f	69833
ENSMUSG00000072082	Ccnf	12449
ENSMUSG00000094670	Gm22006	
ENSMUSG00000051401	Kctd16	383348
ENSMUSG00000036800	Fam135b	70363
ENSMUSG00000074781	Ube2n	93765
ENSMUSG00000065295	Gm24134	
ENSMUSG00000094108	Gm17258	
ENSMUSG00000022376	Adcy8	11514
ENSMUSG00000093153	Gm25033	
ENSMUSG00000071691	Gm960	381196
ENSMUSG00000055884	Fancm	104806
ENSMUSG00000096533	Gm21852	
ENSMUSG00000074651	Mcidas	622408
ENSMUSG00000098511	Mir7072	
ENSMUSG00000080659	Gm24484	
ENSMUSG00000021804	Rgr	57811
ENSMUSG00000094027	Gm21762	
ENSMUSG00000094167	Gm10580	
ENSMUSG00000099196	Mir1258	
ENSMUSG00000045055	Rpsa-ps2	
ENSMUSG00000098979	Gm27544	
ENSMUSG00000039098	Gm9767	
ENSMUSG00000094843	Ppp1r2-ps1	
ENSMUSG00000077595	Gm26019	
ENSMUSG00000024878	Cbwd1	226043
ENSMUSG00000024912	Fosl1	14283
ENSMUSG00000035765	Dym	69190
ENSMUSG00000068314	Gm6899	
ENSMUSG00000092687	Gm25744	
ENSMUSG00000094277	Gm21726	
ENSMUSG00000079286	Gm11084	
ENSMUSG00000098656	Mir7028	
ENSMUSG00000024761	Gm16437	
ENSMUSG00000091008	Gm17472	
ENSMUSG00000035560	Wdr20rt	70948
ENSMUSG00000094411	Snord16a	
ENSMUSG00000089439	Gm23195	
ENSMUSG00000050824	Sstr5	20609
ENSMUSG00000004843	Chmp2b	68942
ENSMUSG00000088863	Gm23067	
ENSMUSG00000095025	Gm24018	
ENSMUSG00000074178	Gm10638	
ENSMUSG00000057174	Krtap19-9b	170939
ENSMUSG00000012429	Mplkip	66308
ENSMUSG00000020092	Pald1	27355
ENSMUSG00000088609	Gm24187	
ENSMUSG00000105131	AC069308.1	
ENSMUSG00000039308	Ndst2	17423
ENSMUSG00000076288	Mir301b	
ENSMUSG00000095970	Gm19402	100502831
ENSMUSG00000065441	Mir128-2	
ENSMUSG00000105899	Gm44383	
ENSMUSG00000094296	Gm21798	
ENSMUSG00000090291	Lrrc10b	278795
ENSMUSG00000077524	n-R5s67	
ENSMUSG00000077629	Gm23769	
ENSMUSG00000070023	Gm10283	
ENSMUSG00000064317	Gm10146	
ENSMUSG00000098388	Mir8109	
ENSMUSG00000021260	Hhipl1	214305
ENSMUSG00000087812	Gm25115	
ENSMUSG00000088167	Gm23535	
ENSMUSG00000040345	Arhgap9	216445
ENSMUSG00000065379	Gm22743	
ENSMUSG00000084678	Gm26020	
ENSMUSG00000053414	Hunk	26559
ENSMUSG00000022193	Psmb5	19173
ENSMUSG00000021273	Fdft1	14137
ENSMUSG00000094203	Gm17267	
ENSMUSG00000098569	Mir7020	
ENSMUSG00000084466	Gm22960	
ENSMUSG00000106236	Gm38670	
ENSMUSG00000034602	Mon2	67074
ENSMUSG00000065343	Gm25580	
ENSMUSG00000089228	Gm25044	
ENSMUSG00000078126	Rpl23a-ps3	
ENSMUSG00000038010	Ccdc138	76138
ENSMUSG00000077785	Gm23910	
ENSMUSG00000047094	Ofcc1	218165
ENSMUSG00000094976	Gm25257	
ENSMUSG00000089470	Gm25366	
ENSMUSG00000055456	Gm9972	
ENSMUSG00000077832	Gm26051	
ENSMUSG00000088224	Gm25406	
ENSMUSG00000076140	Mir542	
ENSMUSG00000089090	Gm25655	
ENSMUSG00000064659	Gm26131	
ENSMUSG00000076037	Gm22752	
ENSMUSG00000076228	Gm25595	
ENSMUSG00000094896	Gm22287	
ENSMUSG00000088152	Gm25572	
ENSMUSG00000075524	4930407I10Rik	328573
ENSMUSG00000098815	Gm27785	
ENSMUSG00000024045	Akap8	56399
ENSMUSG00000022391	Rangap1	19387
ENSMUSG00000087834	Gm23957	
ENSMUSG00000077406	Gm25421	
ENSMUSG00000088501	Gm22788	
ENSMUSG00000053729	Spinkl	77424
ENSMUSG00000023350	4921501E09Rik	74042
ENSMUSG00000050846	Zfp623	78834
ENSMUSG00000065176	Rnu12	
ENSMUSG00000089253	Gm25716	
ENSMUSG00000094620	Cldn34c3	382265
ENSMUSG00000094620	Cldn34c3	546368
ENSMUSG00000095047	Gm22852	
ENSMUSG00000077717	Gm25726	
ENSMUSG00000048832	Vps37c	107305
ENSMUSG00000094026	Gm23002	
ENSMUSG00000065678	Gm24261	
ENSMUSG00000076949	Gm22066	
ENSMUSG00000095507	Gm22447	
ENSMUSG00000094367	Gm26058	
ENSMUSG00000098625	Mir6953	
ENSMUSG00000020974	Pole2	18974
ENSMUSG00000077303	Gm22472	
ENSMUSG00000096785	n-R5s130	
ENSMUSG00000087370	Tmem170b	621976
ENSMUSG00000077439	Gm22594	
ENSMUSG00000061740	Cyp2d22	56448
ENSMUSG00000061983	Rps12	20042
ENSMUSG00000049653	Spatc1	74281
ENSMUSG00000094213	Gm23449	
ENSMUSG00000065422	Mir221	
ENSMUSG00000092732	Gm24025	
ENSMUSG00000076052	Mir541	
ENSMUSG00000020076	Ddx50	94213
ENSMUSG00000076387	Mir671	
ENSMUSG00000088916	Gm22607	
ENSMUSG00000094018	S100a2	628324
ENSMUSG00000104914	Mir7061	
ENSMUSG00000088473	Gm23078	
ENSMUSG00000094608	Gm25871	
ENSMUSG00000105438	Mir7094-1	
ENSMUSG00000024696	Lpxn	107321
ENSMUSG00000093976	Gm8674	
ENSMUSG00000094581	Gm26365	
ENSMUSG00000056706	Krtap7-1	71363
ENSMUSG00000065884	Gm22864	
ENSMUSG00000024491	Rbm27	225432
ENSMUSG00000092853	Gm25959	
ENSMUSG00000088751	Gm24902	
ENSMUSG00000022456	Sept3	24050
ENSMUSG00000089308	Gm24837	
ENSMUSG00000005312	Ubqln1	56085
ENSMUSG00000033220	Rac2	19354
ENSMUSG00000093281	Gm22565	
ENSMUSG00000093878	Gm25458	
ENSMUSG00000104741	Mir3087	
ENSMUSG00000077394	Gm24339	
ENSMUSG00000040966	Slc22a2	20518
ENSMUSG00000077181	Gm25093	
ENSMUSG00000040540	Gm9770	
ENSMUSG00000077515	Gm25878	
ENSMUSG00000033863	Klf9	16601
ENSMUSG00000064802	Gm24036	
ENSMUSG00000079016	Gm11034	
ENSMUSG00000065122	Gm26126	
ENSMUSG00000093348	Mir3101	
ENSMUSG00000057577	Gm10025	
ENSMUSG00000065735	Snord80	
ENSMUSG00000048755	Mcat	223722
ENSMUSG00000106581	Mir7042	
ENSMUSG00000024902	Mrpl11	66419
ENSMUSG00000098907	Mir7082	
ENSMUSG00000056350	Krtap13-1	268905
ENSMUSG00000034913	Spert	67926
ENSMUSG00000077996	Mir190b	
ENSMUSG00000050239	Krtap24-1	239932
ENSMUSG00000077377	Gm25168	
ENSMUSG00000094330	Gm22051	
ENSMUSG00000098730	Mir6407	
ENSMUSG00000014725	Adam28	13522
ENSMUSG00000037343	Taf2	319944
ENSMUSG00000088926	Gm22687	
ENSMUSG00000084472	n-R5s23	
ENSMUSG00000084638	Gm23889	
ENSMUSG00000091780	Sco2	100126824
ENSMUSG00000022026	Olfm4	380924
ENSMUSG00000024771	Lipk	240633
ENSMUSG00000065543	Mir330	
ENSMUSG00000065542	Mir224	
ENSMUSG00000106626	Gm44302	
ENSMUSG00000044715	Gskip	66787
ENSMUSG00000089264	Gm22889	
ENSMUSG00000077320	Gm22284	
ENSMUSG00000055968	Gm9988	
ENSMUSG00000041360	Pum3	52874
ENSMUSG00000104771	Gm44394	
ENSMUSG00000092683	Gm25747	
ENSMUSG00000040033	Stat2	20847
ENSMUSG00000094563	Gm25228	
ENSMUSG00000084722	Gm24140	
ENSMUSG00000000776	Polr3d	67065
ENSMUSG00000059280	Vpreb2	22363
ENSMUSG00000064653	Gm26129	
ENSMUSG00000089380	Gm24677	
ENSMUSG00000098401	Mir6377	
ENSMUSG00000065436	Mir342	
ENSMUSG00000032624	Eml4	78798
ENSMUSG00000022983	Scaf4	224432
ENSMUSG00000035885	Cox8a	12868
ENSMUSG00000064575	Gm25798	
ENSMUSG00000088245	Gm25910	
ENSMUSG00000065611	Mir23a	
ENSMUSG00000078481	Gm10944	
ENSMUSG00000041852	Tcf20	21411
ENSMUSG00000076011	Mir652	
ENSMUSG00000095853	Gm22616	
ENSMUSG00000020260	Pofut2	80294
ENSMUSG00000023993	Treml1	71326
ENSMUSG00000095234	Gm21586	100862247
ENSMUSG00000065610	Mir29a	
ENSMUSG00000089323	Gm25978	
ENSMUSG00000098452	Gm27501	
ENSMUSG00000087956	Gm22561	
ENSMUSG00000088367	Gm26320	
ENSMUSG00000070077	Mir491	
ENSMUSG00000024503	Spink1	20730
ENSMUSG00000088742	Gm23222	
ENSMUSG00000095178	Gm22716	
ENSMUSG00000050370	Ch25h	12642
ENSMUSG00000088872	Gm25865	
ENSMUSG00000092043	Esp6	433107
ENSMUSG00000064637	Snora20	
ENSMUSG00000064210	Ano6	105722
ENSMUSG00000088563	Gm23779	
ENSMUSG00000094688	Mir467a-7	
ENSMUSG00000095846	Gm2001	
ENSMUSG00000089191	Gm25770	
ENSMUSG00000065256	Gm23972	
ENSMUSG00000092826	Gm24197	
ENSMUSG00000105494	Gm44310	
ENSMUSG00000095602	Gm21788	
ENSMUSG00000065686	Snora5c	
ENSMUSG00000077243	Gm23270	
ENSMUSG00000075229	Ccdc58	381045
ENSMUSG00000092679	Mir5129	
ENSMUSG00000091695	Gm17669	
ENSMUSG00000023915	Tnfrsf21	94185
ENSMUSG00000077608	Gm22671	
ENSMUSG00000089331	Gm24345	
ENSMUSG00000091863	Cldn34a	635396
ENSMUSG00000023912	Slc25a27	74011
ENSMUSG00000001383	Zmat2	66492
ENSMUSG00000097112	Gm26727	
ENSMUSG00000065828	Gm26317	
ENSMUSG00000095843	Gm26491	
ENSMUSG00000022622	Acr	11434
ENSMUSG00000016018	Skiv2l2	72198
ENSMUSG00000093052	Gm24816	
ENSMUSG00000088176	Gm23094	
ENSMUSG00000037095	Lrg1	76905
ENSMUSG00000076129	Gm22920	
ENSMUSG00000078017	Mir883a	
ENSMUSG00000084573	n-R5s30	
ENSMUSG00000064859	Gm24524	
ENSMUSG00000022855	Senp2	75826
ENSMUSG00000088344	Gm22336	
ENSMUSG00000064977	Gm26056	
ENSMUSG00000024642	Tle4	21888
ENSMUSG00000094168	Gm21903	
ENSMUSG00000065027	Gm25201	
ENSMUSG00000022206	Npr3	18162
ENSMUSG00000094403	Mir692-2	
ENSMUSG00000044912	Syt16	238266
ENSMUSG00000065606	Mir16-2	
ENSMUSG00000084669	Gm23206	
ENSMUSG00000064444	Gm26227	
ENSMUSG00000091722	Siah3	380918
ENSMUSG00000075006	Gm10799	
ENSMUSG00000096383	Gm25353	
ENSMUSG00000064831	Gm25698	
ENSMUSG00000096019	Gm26504	
ENSMUSG00000039639	Kcne1	16509
ENSMUSG00000000385	Tmprss2	50528
ENSMUSG00000064487	Gm23736	
ENSMUSG00000022358	Fbxo32	67731
ENSMUSG00000096528	G430049J08Rik	
ENSMUSG00000077769	Gm25215	
ENSMUSG00000077279	Gm22777	
ENSMUSG00000062202	Btbd9	224671
ENSMUSG00000095614	Gm6291	
ENSMUSG00000080504	Mir669d-2	
ENSMUSG00000094636	Gm24219	
ENSMUSG00000055782	Abcd2	26874
ENSMUSG00000091367	Gm17711	
ENSMUSG00000088383	Gm24687	
ENSMUSG00000096624	Mir467a-1	
ENSMUSG00000095182	Gm26374	
ENSMUSG00000094352	Gm2777	100040448
ENSMUSG00000077383	Gm22659	
ENSMUSG00000098763	Nkx2-2os	
ENSMUSG00000051721	BC068281	238037
ENSMUSG00000055095	Spink6	433180
ENSMUSG00000099080	Mir7071	
ENSMUSG00000036461	Elf1	13709
ENSMUSG00000093831	Gm23144	
ENSMUSG00000094864	Gm17521	
ENSMUSG00000094190	Gm25451	
ENSMUSG00000037085	Trmt12	68260
ENSMUSG00000098695	Gm27618	
ENSMUSG00000095431	Gm26240	
ENSMUSG00000007867	Ift43	76411
ENSMUSG00000095704	Gm8221	
ENSMUSG00000089161	Gm24130	
ENSMUSG00000045036	Tmem232	381107
ENSMUSG00000089578	Gm25971	
ENSMUSG00000022951	Rcan1	54720
ENSMUSG00000047894	Ang2	11731
ENSMUSG00000078128	Gm2178	
ENSMUSG00000005824	Tnfsf14	50930
ENSMUSG00000048230	Fbxo43	78803
ENSMUSG00000089285	Gm26028	
ENSMUSG00000094114	Gm21967	633640
ENSMUSG00000000552	Zfp385a	29813
ENSMUSG00000096874	Gm10312	
ENSMUSG00000077302	Gm22473	
ENSMUSG00000055763	Rybp-ps	
ENSMUSG00000088754	Gm24905	
ENSMUSG00000078963	Hsbp1l1	66255
ENSMUSG00000003546	Klc4	74764
ENSMUSG00000094374	Gm5435	
ENSMUSG00000099101	Mir7653	
ENSMUSG00000098871	Mir6381	
ENSMUSG00000014453	Blk	12143
ENSMUSG00000080524	Gm23879	
ENSMUSG00000088853	Gm24730	
ENSMUSG00000096244	AC102264.1	100039499
ENSMUSG00000044201	Cdc25c	12532
ENSMUSG00000023947	Nfkbie	18037
ENSMUSG00000093443	Gm22871	
ENSMUSG00000088269	Gm24777	
ENSMUSG00000095759	Gm21828	
ENSMUSG00000088422	Gm22553	
ENSMUSG00000065498	Mir379	
ENSMUSG00000099096	Mir6945	
ENSMUSG00000064867	Gm25039	
ENSMUSG00000096486	Gm5426	
ENSMUSG00000098406	Mir7222	
ENSMUSG00000095297	Gm25381	
ENSMUSG00000065048	Gm24042	
ENSMUSG00000037580	Gch1	14528
ENSMUSG00000032849	Abcc4	239273
ENSMUSG00000068706	Gm10250	
ENSMUSG00000088510	Gm23036	
ENSMUSG00000099212	Mir7033	
ENSMUSG00000065637	Gm26397	
ENSMUSG00000076951	Gm24932	
ENSMUSG00000078648	Gm17546	
ENSMUSG00000090389	Gm7236	
ENSMUSG00000020078	Vps26a	30930
ENSMUSG00000098960	Mir7056	
ENSMUSG00000098436	Gm27490	
ENSMUSG00000068083	Cyp2d40	71754
ENSMUSG00000094980	Gm23727	
ENSMUSG00000074737	C530025M09Rik	
ENSMUSG00000065482	Mir302c	
ENSMUSG00000010592	Dazl	13164
ENSMUSG00000099024	Gm27457	
ENSMUSG00000077281	Gm26396	
ENSMUSG00000093031	Gm22662	
ENSMUSG00000023034	Nr4a1	15370
ENSMUSG00000077398	Gm24334	
ENSMUSG00000037679	Inf2	70435
ENSMUSG00000094292	Gm23610	
ENSMUSG00000077539	Gm22546	
ENSMUSG00000089289	Gm26021	
ENSMUSG00000024529	Lox	16948
ENSMUSG00000098299	Mir7224	
ENSMUSG00000065859	Gm22351	
ENSMUSG00000084740	Gm25294	
ENSMUSG00000087843	Gm23314	
ENSMUSG00000035673	Sbno2	216161
ENSMUSG00000095892	Rnu5g	
ENSMUSG00000092698	Gm22926	
ENSMUSG00000098504	Mir6351	
ENSMUSG00000098531	Mir7041	
ENSMUSG00000077890	Mir875	
ENSMUSG00000080613	Gm22151	
ENSMUSG00000015605	Srf	20807
ENSMUSG00000077954	Mir297a-4	
ENSMUSG00000065569	Mir137	
ENSMUSG00000077745	Gm26342	
ENSMUSG00000094605	Gm25873	
ENSMUSG00000054640	Slc8a1	20541
ENSMUSG00000088717	Gm22725	
ENSMUSG00000078042	Gm24855	
ENSMUSG00000033470	Cysltr2	70086
ENSMUSG00000093246	Gm24572	
ENSMUSG00000087968	Gm25395	
ENSMUSG00000063529	Stmnd1	380842
ENSMUSG00000033669	Zfp7	223669
ENSMUSG00000088811	Gm22381	
ENSMUSG00000087741	Gm23827	
ENSMUSG00000089589	Gm23343	
ENSMUSG00000039704	Lmbrd2	320506
ENSMUSG00000077614	Gm25500	
ENSMUSG00000077538	Gm22545	
ENSMUSG00000088196	Gm23902	
ENSMUSG00000087853	Gm22794	
ENSMUSG00000098671	Mir7075	
ENSMUSG00000087921	Gm23228	
ENSMUSG00000088201	Gm23754	
ENSMUSG00000060691	Krtap19-1	170657
ENSMUSG00000084512	Gm22482	
ENSMUSG00000046934	Csl	71832
ENSMUSG00000088615	Gm22485	
